rank,ym,title,author,publisher,pub_date,discount,price,original_price,point,score,review_cnt,intro,url,site
9,202502,혼모노,성해나,창비,2025.03.28,10%,16200,"18,000원",900,9.19,709,"2024·2025 젊은작가상, 2024 이효석문학상 우수작품상 수상작 수록

작품마다 치밀한 취재와 정교한 구성을 바탕으로 한 개성적인 캐릭터와 강렬하고도 서늘한 서사로 평단과 독자의 주목을 고루 받으며 새로운 세대의 리얼리즘을 열어가고 있다 평가받는 작가 성해나가 두번째 소설집 『혼모노』를 선보인다. 성해나는 2024·2025 젊은작가상, 2024 이효석문학상 우수작품상, 2024 김만중문학상 신인상 등 다수의 문학상을 연달아 수상하고 온라인 서점 예스24가 선정한 ‘2024 한국문학의 미래가 될 젊은 작가’ 투표에서 1위로 선정되는 등 이미 그 화제성을 증명한 바 있다. 첫 소설집 『빛을 걷으면 빛』(문학동네 2022)에서 타인을 이해하려는 시도를 부드럽고 따스한 시선으로 담아내고, 첫 장편소설 『두고 온 여름』(창비 2023)에서 오해와 결별로 얼룩진 과거에 애틋한 인사를 건네고자 했던 그가 『혼모노』에 이르러 더욱 예리해진 문제의식과 흡인력 넘치는 서사를 통해 지역, 정치, 세대 등 우리를 가르는 다양한 경계를 들여다보며 세태의 풍경을 선명하게 묘파해낸다. 특히 이번 소설집에는 지난해 끊임없이 호명되며 문단을 휩쓸었다 해도 과언이 아닐 표제작 「혼모노」를 비롯해 작가에게 2년 연속 젊은작가상을 선사해준 「길티 클럽: 호랑이 만지기」, 이 계절의 소설과 올해의 문제소설에 선정된 「스무드」 등이 수록되어 더욱 눈길을 끈다. “작가의 ‘신명’이라 불”릴(추천사, 이기호) 만큼 “질투 나는 재능”(추천사, 박정민)으로 빛나는 『혼모노』, 그토록 기다려왔던 한국문학의 미래가 바로 지금 우리 앞에 도착해 있다.",https://product.kyobobook.co.kr/detail/S000216111714,교보문고
10,202502,머니 트렌드 2026,김도윤 외,북모먼트,2025.09.25,10%,23400,"26,000원",1300,9.6,125,"누적 조회수 17억 뷰! 480만 명이 열광한 경제 인사이트
2026년을 책임질 머니 트렌드의 귀환 
붉은 말의 해, 부의 상승 곡선에 올라탈 기회는 지금이다!

대한민국에서 가장 신뢰받는 경제 전망 시리즈 『머니 트렌드 2026』이 네 번째 책으로 돌아왔다. 시리즈 출범부터 화제를 모은 머니 트렌드는 지금까지 수많은 독자가 “새해에 가장 먼저 펼치는 책”, “경제를 바라보는 안목이 달라졌다”, “투자와 소비의 기준이 확실해졌다”라고 호평하는 필독서가 되었다. 흔들리는 시장에도 앞서 대비한 독자들의 경험담이 이어지면서 ‘대한민국 경제 예측의 바로미터’로 자리매김하고 있다. 
『머니 트렌드 2026』에는 거시 경제부터 주식, 부동산, 암호화폐, 테크, 문화 트렌드까지 각 분야 최전선에서 활동하는 대한민국 최고 전문가들이 집필진으로 참여해 2026년 한국 경제의 빅픽처를 그려낸다. 내일의 경제를 예측하는 것을 넘어, 당장 무엇을 준비해야 할지 스스로 방향키를 쥘 수 있도록 안내한다. 
책 속의 50가지 인사이트는 돈의 흐름을 앞서 읽게 해주는 성공 공식이다. 재테크 초보자라 해도 이 책을 통해 기본기를 갖출 수 있고, 이미 시장에 깊숙이 들어와 있는 투자자에게는 새로운 관점을 열어준다. 나아가 불확실성이 커질수록 생존을 위해 트렌드를 놓치지 말아야 하는 소상공인이나 마케터 같은 직장인, 경영인, 그리고 변동성의 파도 속에서 주요 의사결정을 해야 하는 각계 관계자들에게도 필요한 통찰이 담겼다. 
해를 거듭하며 요동치는 경제 환경에서 누구보다도 독자들이 가장 먼저 상황을 꿰뚫고 기민하게 대응하도록 돕는 머니 트렌드 시리즈. 이번 『머니 트렌드 2026』 역시, 우리가 맞닥뜨린 거대한 격변을 가늠하고 앞으로 1년을 준비할 명확한 길잡이가 되어줄 것이다.",https://product.kyobobook.co.kr/detail/S000217427392,교보문고
11,202502,예약판매자몽살구클럽,한로로,어센틱,2025.07.25,10%,10800,"12,000원",600,9.38,189,"〈자몽살구클럽〉은 싱어송라이터 한로로가 발매할 세 번째 EP 음악 앨범과 연결된 동명의 소설이다. 그는 데뷔 싱글 '입춘'부터 지금까지 사회의 그림자 속에서 살아가는 청춘의 이야기를 음악으로 만들어오고 있다. 이는 한로로 자신이 대한민국 사회 속에서 버둥거리며 살아가는 젊음이기 때문일 것이다. 

이상을 꿈꾸는 이상한 자들을 응원하는 '이상비행', 혼란스러운 우리가 서로를 괴롭히는 세태를 고발하는 '집', 다음으로 한로로가 바라본 사회의 단면은 '내몰리는 아이들'이었다. 이 시대는 어른들뿐만 아니라 어린아이들까지 벼랑 끝으로 내몰고 있다는 것, 그 잔인한 현실을 무섭게 직시하는 이야기를 세 번째 음악 앨범으로 한로로는 담고 싶었다. 하지만 약 20분 길이의 음악앨범에 그 모든 이야기를 담을 수는 없었다. 그리하여 한로로는 우리에게 긴 호흡의 소설을 선사하게 된 것이다.

죽고 싶은 네명의 아이들이 비밀 클럽 '자몽살구클럽'에서 만나 서로를 살리기로 한다. 각자의 모진 삶을 견디기 힘들어 모인 '소하', '태수', '유민', '보현'의 에피소드는 생존이라는 목표 아래 처절하게 전개된다. 마치 누군가가 겪어봤을 것만 같은 현실 묘사를 통해 한로로는 우리의 유년 속에 자리 잡은 다양한 아픔을 조명한다.

가장 순수하고 아름답게 보내야 할 아이들의 시절이 현실에 찌든 어른들에 의해 상처받는다. 이 잔인한 시대의 비극을 소설을 통해 목격하는 것만으로 독자들은 나의 잔인함을 경계하고 보다 더 너그러운 어른이 될 계기를 맞이할 것이다.",https://product.kyobobook.co.kr/detail/S000217089705,교보문고
12,202502,처음 만나는 양자의 세계,채은미,북플레저,2025.09.24,10%,17100,"19,000원",950,9.75,84,"양자 역학은 이제 선택이 아니라, 지금을 살아가는 우리 모두에게 필요한 최소한의 교양이다. 『처음 만나는 양자의 세계』는 어렵고 낯설게만 여겨졌던 양자 세계를 누구나 이해할 수 있도록 친절하게 풀어낸 책이다. 파동과 입자의 이중성, 불확정성 원리, 양자 중첩과 얽힘 같은 핵심 개념을 생생한 비유와 흥미로운 이야기로 설명해, 수학에 자신이 없어도 읽는 순간 바로 이해할 수 있다. 우리가 손에 쥔 스마트폰, 매일 사용하는 GPS, 인터넷과 레이저, 그리고 미래를 바꿀 양자 컴퓨터까지, 일상과 연결된 구체적인 사례를 통해 양자가 얼마나 가까운 교양인지 보여준다. 특히 양자 컴퓨터는 비트코인 보안과 금융 시스템, 신약 개발, 인공지능에 이르기까지 우리의 삶 전반을 뒤흔들 새로운 패러다임을 제시한다. 저자 채은미 교수는 하버드대학교에서 박사학위를 받고 현재 고려대학교 물리학과 부교수로 재직 중이다. 초저온 분자와 양자정보를 연구하는 젊은 물리학자로, 그는 양자 역학을 교양의 중심에 세우며 독자에게 다정히 말을 건넨다. 이 책을 펼치는 순간, 양자는 더 이상 낯선 학문이 아니라 당신의 교양이 된다.",https://product.kyobobook.co.kr/detail/S000217556025,교보문고
13,202502,렛뎀 이론,멜 로빈스,비즈니스북스,2025.08.30,10%,18000,"20,000원",1000,9.49,352,"“그들의 감정은 내 몫이 아닙니다.
내버려두세요. 그리고 당신이 할 일을 하세요!”

지금 직장에서, 인간관계에서, 그리고 일상에서 답답함이나 버거움, 또는 좌절감을 느끼고 있다면, 문제는 당신이 아니다. 그건 당신이 인생을 주체적으로 이끌 힘을 타인에게 넘겨주었기 때문이다. 즉 남의 기대, 남의 말, 남의 감정, 남의 행동 같은 통제할 수 없는 일에 에너지와 시간을 낭비하느라, 내가 마땅히 누려야 할 행복의 길로 가지 못하고 있는 것이다. 바로 이럴 때 ‘렛뎀’(Let Them), 즉 내버려두기의 기술을 기억한다면 내 인생의 주도권을 다시 가져올 수 있다.
저자 멜 로빈스는 이 책에서 중요하지도 않은 것들을 신경 쓰느라 나를 소모하는 싸움에서 벗어나, 진정 중요한 것-즉 자기 자신, 자기 행복, 목표, 인생-에 집중하는 방법을 알려준다. 통제할 수 없는 일에 에너지를 낭비하지 않는 법, 끊임없는 비교를 멈추고 두려움과 자기 의심을 극복하는 법, 타인의 기대나 평가에서 자유로워지는 법, 건강한 인간관계와 깊은 유대를 만드는 법, 중요한 목표를 자신 있게 추구하는 법, 스트레스에 대한 회복력을 기르는 법, 나만의 성공과 성취의 길을 찾는 법... 이 책은 저자가 SNS에 올린 짧은 영상이 수천만 뷰를 기록하고, ‘Let Them’ 타투 인증샷이 유행처럼 번지면서 그 화제성을 업고 출간하게 되었다. 수백만 독자의 공감과 열렬한 지지를 얻으며 출간 즉시 아마존 베스트셀러 종합 1위에 오른 《렛뎀 이론》은, 오롯이 ‘나’로 충만한 인생을 살고 싶어진 모든 이에게 행복의 잠재력을 열어줄 가장 쉽고 심플한 도구를 선물할 것이다.

“정확히 내가 하고 싶은 말이다. 지금껏 읽은 자기계발서 중 단연 최고다!” - 오프라 윈프리 (방송인)",https://product.kyobobook.co.kr/detail/S000217249954,교보문고
14,202502,다정한 사람이 이긴다,이해인,필름(Feelm),2025.08.13,10%,17100,"19,000원",950,9.52,283,"베스트셀러 《감정은 사라져도 결과는 남는다》로 수많은 독자에게 순간의 감정을 다스리며 주체적으로 살아가는 방법을 전한 이해인 작가가 2년 만에 《다정한 사람이 이긴다》로 돌아왔다. 첫 번째 책에서 감정의 흐름과 그 결과가 어떻게 우리의 삶과 관계를 형성하는지를 탐구한 저자는 이번 책에서 다정함이 사람들 간의 신뢰를 쌓고, 갈등을 해결하며, 세상을 변화시킬 수 있는 중요한 원동력임을 이야기한다.

《다정한 사람이 이긴다》는 이해인 작가가 직접 경험한 ‘다정함’의 진정성과 그 힘을 담은 책이다. 작가는 다정함이 단순한 성격의 차이가 아니라, 사람들과의 관계에서 신뢰를 쌓고, 갈등을 해결하며, 세상을 변화시키는 강력한 원동력이라고 말한다. 이 책은 다정함을 ‘상대방을 배려하는 태도’로 정의하며, 그것이 관계 속에서 어떻게 신뢰를 구축하고, 더욱 지속 가능한 관계를 만들어가는지를 설명한다.
작가는 다정함이 단순히 외적인 예의나 감정의 표현을 넘어서, 내면에서 우러나오는 진심으로 사람들과의 관계를 더욱 깊이 있고 의미 있게 만드는 중요한 요소임을 강조한다. ‘다정한 말 한마디’가 사람들 사이의 관계를 어떻게 변화시키고, 그 작은 변화가 어떻게 큰 결과로 이어지는지를 보여준다.

우리는 이 책을 통해 일상에서 경험하는 불안, 갈등, 오해의 근본적인 원인을 살피고, 그것이 어떻게 다정한 태도로 해결될 수 있는지를 배우게 된다. 다정함은 사람들 간의 갈등을 해결하고, 신뢰를 쌓는 데 필수적인 요소일 뿐만 아니라, 삶의 중요한 기회를 창출하는 열쇠가 된다.

《다정한 사람이 이긴다》는 관계에서 더 가까운 사람을 만들고, 내가 원하는 바를 전달하며, 사랑을 나누는 방법을 찾고자 하는 모든 이들에게 아낌없는 조언을 전하는 책이다. 다정함이 세상을 변화시킬 수 있는 힘을 믿는 사람들에게 이 책은 그 믿음을 더욱 확고히 만들어 줄 것이다.",https://product.kyobobook.co.kr/detail/S000217241544,교보문고
15,202502,대형주 추세추종 투자법칙,이종호(전황),사피엔테스,2025.11.05,10%,19800,"22,000원",1100,9.66,55,"▶130만 원의 소액으로 주식투자를 시작해 실제로 큰 수익을 낼 수 있게 만든 구체적이고 입체적인 투자법 
▶상대적으로 변동성이 적고, 전 국민이 아는 안전한 대형주만 골라 ‘추세’에 올라타는 간명한 매매 시스템 
▶번개처럼 빠른 생각과 매매가 불가한 직장인, 일반인 대다수가 실제로 따라 할 수 있도록 만들게 도와주는 구성 
▶매우 자세한 종목 선정의 기준을 제시하고 이슈, 수급, 시황을 적용해 실제 매매할 종목을 고를 수 있도록 도움
▶손실은 짧게, 수익은 길게 만드는 전략으로 확실한 때 비중 베팅으로 계좌를 우상향하도록 만드는 방법
▶도파민에 중독된 매매를 철저히 지양하고, 수익보다 명확한 손절매 규칙을 세워 진입하는 시나리오 투자전략 

코스피 5,000시대, 숫자가 실제 찍히는 종목에서 수급과 시황을 입혀 대형주에 베팅하라! 
매매 중독 도파민은 잊어라, 자신만의 느린 호흡으로 추세의 큰 파도를 타서 복리로 버는 법

 -실제 계좌인증, 130만 원으로 시작해 20억 이상 불린 평범한 트레이더의 주식시장 생존법 
 -아무도 모르는 위험한 ‘잡주’가 아니라, 상대적으로 안전한 ‘대형주’에서 수익을 내는 방법
 -타고난 재능이 아닌 수많은 실패와 좌절 속에서 찾아낸 대형주 추세추종의 간결한 매매법칙
 -종목 선정부터 시나리오 설계, 장전 루틴, 장 시작 후 진입 원칙과 강력한 비중 베팅까지 
 -트레이더 뷰, 숫자가 찍히는 종목, 이슈, 시황, 수급, 손절매로 완성하는 입체적 트레이딩 매뉴얼 
 -수익을 내고 싶은 주식투자 입문자부터 계좌 사이즈를 키우고자 하는 중급자 모두에게 실용적  

주식투자에 재능이 없다고 느낀 사람이 어떻게 투자금을 1500배로 불렸을까? 
종목 선정 체크리스트부터 트레이더 뷰 작성 템플릿까지, 전황의 단계별 매매 로직을 흡수하라!

“당신은 주식 재능을 타고난 사람인가요?”

연일 언론과 미디어에서 코스피 5,000시대를 이야기하는 때, 이 물음에 고민 없이 ‘그렇다’라고 대답할 수 있는 사람이 몇이나 될까? 유튜브 속 세상에는 진짜인지 가짜인지도 모를 주식 전문가가 넘쳐나고, 순식간에 내 월급 혹은 연봉만큼 수익을 내는 모습을 보면 괜히 허탈한 마음과 포모(FOMO)의 감정이 들기 마련이다. 하지만 이는 인간이라면 당연히 느껴지는 감정일 뿐 나와 내 옆 사람도, 내 친구 혹은 지인도 높은 확률로 주식에 재능이 없기는 마찬가지다. 온라인 세상의 ‘가짜 주식 전문가’를 배제하고 뛰어난 재능을 타고난 극소수 트레이더를 빼고 나면, 사실상 모두 비슷하다. 진짜 부러워해야 할 사람들은 따로 있다. 바로 단점을 극복하고 노력으로 주식시장에서 수익을 내는 사람들이다. 수많은 노이즈 속에서 본질을 꿰뚫어 보는 사람이라면 쉽게 안다. 행운으로 점철된 사람보다, 본인의 노력으로 성과를 일군 사람을 자신의 롤모델로 삼을 것이 분명하다. 특히, 적은 투자금으로 주식 매매를 통해 성과를 내고자 하는 사람이라면, 투자에 재능이 없음에도 한계를 극복하고 큰 수익을 낸 사람에게 더 많은 가르침을 얻을 수 있음이 자명하다. 

《대형주 추세추종 투자법칙》의 저자 전황이 바로 노력형 트레이더의 ‘교범’이다. 그의 어릴 적 꿈은 ‘강이 보이는 30평 아파트’에서 가족을 꾸리는 것이 전부였던 소박한 사람이었다. 작은 꿈을 이루기 위해 트레이더가 되었지만, 주식시장의 이름난 사람처럼 뛰어난 재능이 없다는 사실을 인정할 수밖에 없었다. 그래서 뼈아픈 시행착오를 겪으며 성장했다. 결국 지금껏 시장에서 살아남아 자신을 증명하고 있다. 혹시 그가 마법 같은 기법을 발견한 것일까? 아니다. 전황은 묵묵히 공부했고, 남을 질투하기보다 자신을 철저히 객관화했으며, 끊임없는 문답으로 자신만의 투자 스타일을 정립했다. 주식시장의 돈은 수면을 찰랑이는 파도가 아니라 바다의 큰 흐름임을 알았고, 돈을 잃지 않기 위해 발버둥 쳤다. 그는 변동성이 적은 대형주로 눈을 돌렸다. 모든 사람이 집중하고 있는 종목의 거대한 상승에 올라탈 때 비로소 수익이 극대화되고 손익비를 맞출 수 있음을 알았다. 바로 그때 기법에 집착하기보다 전 세계적 돈의 흐름을 추적하고, 시황과 수급을 접목해 자신만의 관점으로 베팅할 줄 알아야 함을 깨달은 것이다. 그때부터 초단타 스캘핑, 상한가 따라잡기 등의 빠른 매매를 하지 않아도 큰 수익이 난다는 점을 깊이 이해하게 되었다. 

전형적인 노력형 트레이더 전황의 《대형주 추세추종 투자법칙》에서 주목할 것이 있다. ‘성공한 주식 트레이더의 투자 로직’을 그대로 독자의 머리에 옮겨 놓는다는 점이다. 그는 이 책에 자신만의 관점인 ‘트레이더 뷰’를 작성하는 법부터 좋은 종목을 선정하는 실제 루틴과 체크리스트를 담았다. 그가  어떻게 시장 트렌드를 공부하는지, 어디에서 정보를 얻는지, 무엇을 비판적으로 봐야 하는지, 실체가 있는 뉴스를 어떤 기준으로 파악하는지, 그 결과로 선택할 수 있는 종목의 선정 방식과 기준을 그대로 책에 실었다. 하루도 빠짐없이 실행하는 장 전 루틴부터, 장 시작 후 체크포인트, 매수 진입까지의 사고 과정을 독자가 그대로 느낄 수 있다. 특히, 가장 최근 그가 실제로 투자한 대형주 종목을 설명할 때, 시황과 수급을 접목하여 어떤 시나리오로 진입과 청산 과정을 거쳤는지, 베팅의 원리와 방법론까지 매매의 시작과 끝을 상세히 기술한 부분은 이 책의 가장 중요한 핵심이다. 이로써 주식시장에 처음 발을 들여놓은 사람과 성장을 갈망하는 트레이더 모두에게 최고의 안내서가 된다. 이제 독자가 할 일은 하나뿐이다. 《대형주 추세추종 투자법칙》으로 그의 매매 로직과 단계별 실행 메뉴얼을 훔쳐 내 것으로 만들어라. 결코 빠르게 매매할 필요가 없다. 복잡할 필요도 없다. 단지 시장에서 실제 수익을 내는 매매를 하면 그만이다.",https://product.kyobobook.co.kr/detail/S000218229970,교보문고
16,202502,사탄탱고,크러스너호르커이 라슬로,알마,2018.05.09,10%,17820,"19,800원",990,9.67,139,"2015 맨부커 인터내셔널 부문 수상 작가이자 2018년 맨부커 인터내셔널 부문 최종 후보에 국내 작가 한강과 함께 또다시 이름을 올린 헝가리 현대문학을 대표하는 소설가 크러스너호르커이 라슬로의 대표작 『사탄탱고』. 몰락한 삶의 굴레에서 벗어나고자 하는 모든 노력이 실패로 돌아가고 끝내 쳇바퀴에 다시 포박되어 영원한 악순환을 이루는 과정을 절망의 묵시화로 그려낸 작품이다.

공산주의가 붕괴되어가던 1980년대 헝가리. 해체된 집단농장의 마을에 남아 가난과 불신의 늪에 빠져 무기력한 삶을 보내던 이들 사이에 소문이 돌기 시작한다. 1년 반 전에 죽은 것으로 알려진 이리미아시가 마을로 돌아온다는 것이다. 압도적인 카리스마를 지닌 그가 가을장마의 시작과 함께 귀환한다는 소식에 마을 사람들은 절망적인 삶에서 탈출할 수 있으리라는 달콤한 꿈에 부푸는 한편, 무언지 알 수 없는 두려움과 불안감에 시달리는데…….

작품의 제목에 들어가기도 한 탱고의 스텝, 즉 앞으로 여섯 스텝 그리고 뒤로 여섯 스텝의 형식에 맞춰 1부는 1장에서 시작해 6장으로, 2부는 역순으로 6장에서부터 시작해 1장으로 맺으며 하나의 원을 이루는 순환 구조의 독특한 구성을 취하고, 각 장마다 등장인물의 시점을 달리하는 등의 형식 실험을 통해 고통의 악순환을 경이롭게 묘사했다. 이 작품은 헝가리의 작가주의 영화감독이자 전 세계 영화인들의 존경과 사랑을 한 몸에 받는 거장 벨라 타르에 의해 1994년에 동명의 영화로 만들어져 영화사에 길이 남을 걸작의 반열에 오르기도 했다.",https://product.kyobobook.co.kr/detail/S000001786573,교보문고
17,202502,월든(완결판)(리커버:K),헨리 데이빗 소로우,은행나무,2025.10.27,10%,11700,"13,000원",650,9.51,568,"미국의 위대한 저술가이자 사상가인 헨리 데이빗 소로우의 대표작으로, 전 세계 독자들을 끊임없이 새로이 각성시키는 불멸의 고전 《월든》. 1993년 5월, 강승영 역자의 번역으로 국내 최초로 《월든》이 출간된 지 33년 만에 55만 부 판매라는 대기록을 세우며, ‘가장 많이 팔린 최고 번역의 《월든》’이라는 수식어를 다시 한번 입증하게 되었다. 

강승영 역자는 한국어판 《월든》을 최초로 번역, 출간하기 위해 월든 호수가 자리한 매사추세츠주 콩코드 일대를 답사함은 물론, 미국 내의 수많은 도서관을 방문해 각종 참고자료를 수집했으며, 직접 출판사를 설립해 1993년 최초로 한국어판 《월든》을 출판하기에 이르렀다. 그리고 개정 3판을 거듭한 끝에 33년 만에 55만 부 출간을 맞이하게 됐다. 

월든은 1854년 미국에서 출간된 이래, 전 세계적으로 많은 사랑을 받으며 아름답고 인상적인 판본들을 남겨왔다. 이번 55주년 판본은 1899년 헨리앨티머스 출판사(HENRY ALTEMUS COMPANY) 판본의 일러스트를 차용, 월든이 읽혀온 역사와 그 가치를 환기하고자 했다.",https://product.kyobobook.co.kr/detail/S000000828212,교보문고
18,202502,ETF 투자의 모든 것,문일호,매일경제신문사,2025.08.11,10%,18900,"21,000원",1050,9.52,86,"ETF는 분산투자의 장점을 살린 안전하면서도 수익률 높은 재테크다. 안 할 이유가 없는 완벽한 방법이지만 제대로 활용하지 못하는 사람들이 여전히 많다. 대세임을 증명하듯 점점 더 많은 ETF 상품이 마구 쏟아져 나오니 선택장애를 겪기도 한다. 증권전문기자의 정보와 경험을 바탕으로, 본격적인 시작점에 있는 사람들이 당장 맞닥뜨리는 ETF 투자의 A부터 Z까지 조목조목 담아낸 책이 나왔다. 그들의 눈높이에 맞춰 안정적인 ETF에서 수익률 높은 ETF까지 단계별로 설명하면서 지금 핫한 ETF도 빠뜨리지 않고 다루었다. 10억 원의 자산과 월 300만 원 현금흐름 만드는 ETF 조합을 기본으로 저마다 최적의 포트폴리오를 찾을 수 있도록 상세한 공식을 제시한다는 것이 이 책의 핵심이다.

ETF 투자 A부터 Z까지 가장 잘 활용하는 방법

■ 워런 버핏도 얘기했다, ETF가 답이라고!
■ 영어 + 숫자 + 한글 = ETF
■ 이제 치킨집이 아니라 ETF로 금융창업을!
■ 절세계좌로 S&P500부터 시작
■ JEPI + JEPQ = 연봉 1억 원
■ 닥치고 슈드와 QQQ로 은퇴하기
■ 제2의 월급통장이 되어줄 DIVO",https://product.kyobobook.co.kr/detail/S000217187282,교보문고
19,202502,스토너,존 윌리엄스,알에이치코리아,2015.01.02,10%,15120,"16,800원",840,9.72,709,"1965년 미국에서 발표된 후 오랜 시간 독자들에게 잊혀졌던 작품이 유럽 출판계와 평론가, 독자들의 열렬한 반응을 이끌어내며 베스트셀러가 되었다. 50년의 시차를 뛰어넘어 미국과 유럽 그리고 전 세계의 마음을 사로잡은 작품, 『스토너』의 이야기다. 농부의 아들로 태어나 문학을 사랑했으며 묵묵히 자신의 길을 가고자 했던 윌리엄 스토너. 세상의 기준에서 실패자와 다른 없는 삶을 산 한 남자의 이야기가 발표된 지 50년이 지난 지금 다시 주목 받은 이유는 무엇일까. 

농업을 배우기 위해 대학에 진학해 영문학개론 수업에서 접한 셰익스피어의 일흔세 번째 소네트를 접한 후 문학을 사랑하게 된 스토너는 고향에 돌아가는 대신 대학에 남아 영문학도의 길을 택한다. 사랑하는 여인과 결혼해 가정을 이루고 교수가 되지만 어느 순간 가족과 동료들로부터 고립되어 슬프고 쓸쓸한 삶을 살아간다. 세계대전과 대공황 속에서도 개인적인 불행과 사랑의 실패에 시달리면서도, 갑작스러운 병마와 싸우면서도 그는 일생을 바친 자신의 연구처럼 마지막까지 자기 자신으로 살고자 한다. 자신의 일생을 통해 무언가를 증명하려는 듯 말이다.

언뜻 초라한 실패담에 불과해 보이는 소박한 이야기이지만 작가 존 윌리엄스는 스토너의 삶을 조금 다르게 그려냈다. 특유의 집요하리만치 세밀한 서술로 이 특별할 것 없는 남자의 인생을 진실하고 강렬하게 묘사하며 독자들로 하여금 주인공 스토너에 깊이 공감하게 만들었다. 비록 저자가 그려낸 스토너의 삶은 쓸쓸했지만 우리는 누구나 철저히 혼자라는 인생의 진리를, 사는 모습은 달라도 우리는 누구나 스토너임을, 우리의 일생에 인생의 모든 빛나는 순간이 담겨 있을 수 있음을 깨닫게 해줬다. 바로 이것이 스토너의 삶에 귀 기울이는 이유이자 뜨거운 감동의 근원일 것이다.",https://product.kyobobook.co.kr/detail/S000000478177,교보문고
20,202502,아무도 오지 않는 곳에서,천선란,허블,2025.10.27,10%,15300,"17,000원",850,9.5,160,"2019년 『천 개의 파랑』으로 한국과학문학상 장편 대상을 수상한 이래, 천선란은 발표하는 작품마다 폭넓은 독자의 지지를 받아왔다. 그의 작품은 연극과 뮤지컬로 무대화되었고, 펭귄 랜덤하우스를 통해 영미권에 출간되었으며, 워너 브라더스 픽쳐스와의 영화화 계약까지 체결되었다. 이제는 세계가 주목하는 작가로 자리매김한 천선란. 그의 두 번째 연작소설 『아무도 오지 않는 곳에서』가 허블에서 출간되었다.

천선란은 그간 장편 『밤에 찾아오는 구원자』 『나인』, 소설집 『어떤 물질의 사랑』 『노랜드』 『모우어』, 연작 『이끼숲』, 중편 『랑과 나의 사막』 등을 통해 인간과 비인간, 상실과 생존, 구원과 돌봄의 윤리를 꾸준히 탐구해 왔다. 『아무도 오지 않는 곳에서』는 그 여정의 연장선에 있으며, 그가 오랫동안 사랑해 온 ‘좀비 아포칼립스’라는 무대 위에서 그 정서와 감각을 가장 극단까지 밀어붙인 작품이다.

이번 연작은 천선란이 데뷔 초 발표한 단편 「제 목소리가 들리십니까」(2019)와 「제 숨소리를 기억하십니까」(2020)의 세계관을 확장해 집필한 중편 「우리를 아십니까」(2025, 『토막 난 우주를 안고서』 수록)에서 비롯되었다. 「우리를 아십니까」를 토대로 기존 두 단편을 각각 전면적으로 확장·개고해 중편으로 다시 썼고, 이로써 6년에 걸쳐 3부작 서사가 완성되었다. 천선란은 이번 연작에서 좀비를 단순한 공포의 상징이 아니라 인간 존재의 가장 깊은 고독을 비추는 거울로 삼으며, ‘너를 살리는 방식으로 내가 사는 윤리’(정우주, 「상실의 자리로부터-천선란론」)에서 한발짝 더 나아간다.

세 편의 이야기는 각각 다른 시공간에서 좀비 아포칼립스를 마주한다. 1부는 감염과 붕괴의 초입에서 시작된 재앙이 이주 우주선으로 번지며, 무엇을 살리고 죽일지에 대한 선택의 순간을 그린다. 2부는 지구를 탈출하지 못한 사람들이 서로를 돌보며, 어떤 마음으로 살아야 생존을 넘어 삶을 이어갈 수 있는지를 보여준다. 3부는 인류가 사라진 지구에서 인간도 좀비도 아닌 존재들이 멸망 이후까지 사랑을 기억하고 지속하는 모습을 그린다. 세 편은 모두 ‘사랑하는 이를 끝내 놓지 못하는 마음’과 ‘너를 살리는 방식으로 내가 살겠다는 마음’으로 단단히 이어진다.

배우 박정민이 추천사에서 “천선란 자네는 대체 어떤 사랑을 해온 것이냐”고 물은 것처럼, 이번 연작은 사랑하는 이를 끝내 놓지 못하고, 서로를 잊지 않으려는 이들의 이야기를 그린다. 죽음과 상실을 끌어안은 채 살아가는 사람들, 그들의 손끝에 남은 온기가 천선란의 세계를 이룬다. 또한 소설가 백온유가 “어째서 이토록 좀비는 지독하게 인간인가”라고 평한 것처럼, 이번 작품은 ‘좀비’라는 존재를 통해 인간이 끝내 버리지 못하는 감정의 형태를 섬세하게 포착한다. 삶과 죽음, 인간과 좀비, 폐허와 낙원이 뒤섞인 세계 속에서 천선란은 멸망 이후에도 계속되는 사랑을 응시한다.",https://product.kyobobook.co.kr/detail/S000218147274,교보문고
